presidente de los Estados Unidos	SPA_NW_001375_20150622_F0010003M:5694-5725	m.060d2	ORG
miami	SPA_DF_000404_20150427_F001000C0:3061-3065	m.0f2v0	GPE
Miami	SPA_DF_000404_20150427_F001000C0:3920-3924	m.0f2v0	GPE
miami	SPA_DF_000404_20150427_F001000C0:5352-5356	m.0f2v0	GPE
miami	SPA_DF_000404_20150427_F001000C0:5481-5485	m.0f2v0	GPE
miami	SPA_DF_000404_20150427_F001000C0:5612-5616	m.0f2v0	GPE
miami	SPA_DF_000404_20150427_F001000C0:5793-5797	m.0f2v0	GPE
Miami	SPA_NW_001123_20150615_F0010003O:566-570	m.0f2v0	GPE
Miami	SPA_NW_001123_20150615_F0010003O:906-910	m.0f2v0	GPE
Miami	SPA_NW_001123_20150615_F0010003O:2272-2276	m.0f2v0	GPE
Miami	SPA_NW_001117_20150613_F0010003N:556-560	m.0f2v0	GPE
Miami	SPA_NW_001117_20150613_F0010003N:2015-2019	m.0f2v0	GPE
Miami	SPA_NW_001096_20150615_F0010003P:479-483	m.0f2v0	GPE
Miami	SPA_NW_001096_20150615_F0010003P:835-839	m.0f2v0	GPE
Miami	SPA_NW_001096_20150615_F0010003P:2302-2306	m.0f2v0	GPE
Miami	SPA_NW_001096_20150615_F0010003P:5193-5197	m.0f2v0	GPE
Miami	SPA_NW_001096_20150615_F0010003P:7091-7095	m.0f2v0	GPE
Miami	SPA_NW_001376_20150602_F00100037:1397-1401	m.0f2v0	GPE
Miami	SPA_NW_001376_20150602_F00100037:1513-1517	m.0f2v0	GPE
Miami	SPA_NW_001445_20150729_F0010003K:1842-1846	m.0f2v0	GPE
Miami	SPA_NW_001075_20150615_F0010003L:577-581	m.0f2v0	GPE
Miami	SPA_NW_001078_20150528_F0010003A:4427-4431	m.0f2v0	GPE
Miami	SPA_DF_000386_20150527_F0010007L:7665-7669	m.0f2v0	GPE
Katmandú	SPA_NW_001447_20150517_F0010003T:811-818	m.04cx5	GPE
Katmandú	SPA_DF_001258_20150425_F001000BH:284-291	m.04cx5	GPE
Katmandú	SPA_DF_000404_20150429_F001000AV:411-418	m.04cx5	GPE
Katmandú	SPA_DF_001258_20150425_F001000B2:221-228	m.04cx5	GPE
Katmandú	SPA_NW_001446_20150425_F0010003R:753-760	m.04cx5	GPE
Katmandú	SPA_NW_001446_20150425_F0010003R:1081-1088	m.04cx5	GPE
Katmandú	SPA_DF_001258_20150501_F001000CH:2519-2526	m.04cx5	GPE
victoria	SPA_NW_001102_20150706_F0010003C:1143-1150	m.0chgr2	GPE
victoria	SPA_NW_001102_20150706_F0010003C:2516-2523	m.0chgr2	GPE
victoria	SPA_NW_001102_20150706_F0010003C:3953-3960	m.0chgr2	GPE
victoria	SPA_NW_001443_20150810_F0010003G:1896-1903	m.0chgr2	GPE
victoria	SPA_NW_001117_20150613_F0010003N:1759-1766	m.0chgr2	GPE
victoria	SPA_NW_001367_20150529_F00100035:3044-3051	m.0chgr2	GPE
latinoamerica	SPA_DF_000404_20150430_F001000AX:1558-1570	m.04pnx	LOC
latinoamerica	SPA_DF_001258_20150615_F001000B5:2122-2134	m.04pnx	LOC
Túnez	SPA_NW_001450_20150626_F00100041:287-291	m.0ftn8	GPE
Túnez	SPA_NW_001450_20150626_F00100041:420-424	m.0ftn8	GPE
Túnez	SPA_NW_001450_20150626_F00100041:756-760	m.0ftn8	GPE
Túnez	SPA_NW_001450_20150626_F00100041:1078-1082	m.0ftn8	GPE
Túnez	SPA_NW_001465_20150626_F0010003Z:295-299	m.0ftn8	GPE
Túnez	SPA_NW_001465_20150626_F0010003Z:330-334	m.0ftn8	GPE
Túnez	SPA_NW_001465_20150626_F0010003Z:494-498	m.0ftn8	GPE
Túnez	SPA_NW_001465_20150626_F0010003Z:1193-1197	m.0ftn8	GPE
Túnez	SPA_NW_001450_20150626_F00100040:339-343	m.0ftn8	GPE
Túnez	SPA_NW_001450_20150626_F00100040:704-708	m.0ftn8	GPE
Túnez	SPA_NW_001450_20150626_F00100040:1047-1051	m.0ftn8	GPE
Túnez	SPA_NW_001449_20150626_F0010003Y:301-305	m.0ftn8	GPE
Túnez	SPA_NW_001449_20150626_F0010003Y:495-499	m.0ftn8	GPE
Túnez	SPA_NW_001449_20150626_F0010003Y:1819-1824	m.0ftn8	GPE
Túnez	SPA_NW_001449_20150626_F0010003Y:1951-1955	m.0ftn8	GPE
Túnez	SPA_NW_001449_20150626_F0010003Y:2190-2194	m.0ftn8	GPE
Túnez	SPA_DF_001258_20150627_F001000B8:129-133	m.0ftn8	GPE
Túnez	SPA_DF_001258_20150627_F001000B8:1182-1186	m.0ftn8	GPE
Túnez	SPA_DF_001258_20150627_F001000B8:1338-1342	m.0ftn8	GPE
Túnez	SPA_DF_001258_20150627_F001000B8:1533-1537	m.0ftn8	GPE
Túnez	SPA_NW_001113_20150629_F00100042:336-340	m.0ftn8	GPE
Túnez	SPA_NW_001113_20150629_F00100042:539-543	m.0ftn8	GPE
Túnez	SPA_NW_001113_20150629_F00100042:1163-1167	m.0ftn8	GPE
Túnez	SPA_NW_001449_20150627_F0010003X:261-265	m.0ftn8	GPE
Túnez	SPA_NW_001449_20150627_F0010003X:413-417	m.0ftn8	GPE
Túnez	SPA_NW_001449_20150627_F0010003X:501-505	m.0ftn8	GPE
Túnez	SPA_NW_001449_20150627_F0010003X:3308-3312	m.0ftn8	GPE
Túnez	SPA_NW_001449_20150627_F0010003X:3482-3486	m.0ftn8	GPE
Túnez	SPA_NW_001449_20150627_F0010003X:3818-3822	m.0ftn8	GPE
Túnez	SPA_NW_001449_20150627_F0010003X:4021-4025	m.0ftn8	GPE
Túnez	SPA_NW_001449_20150627_F0010003X:4503-4507	m.0ftn8	GPE
Túnez	SPA_NW_001449_20150627_F0010003X:4809-4813	m.0ftn8	GPE
Túnez	SPA_DF_001258_20150627_F001000C6:141-145	m.0ftn8	GPE
Túnez	SPA_DF_001258_20150627_F001000C6:279-283	m.0ftn8	GPE
Túnez	SPA_DF_001258_20150627_F001000C6:2243-2247	m.0ftn8	GPE
Túnez	SPA_DF_001258_20150627_F001000C6:2782-2786	m.0ftn8	GPE
Túnez	SPA_NW_001113_20150626_F00100043:525-529	m.0ftn8	GPE
Túnez	SPA_NW_001113_20150626_F00100043:1763-1767	m.0ftn8	GPE
Túnez	SPA_DF_001251_20150626_F00100082:135-139	m.0ftn8	GPE
Túnez	SPA_DF_001251_20150626_F00100082:878-882	m.0ftn8	GPE
Unicef	SPA_NW_001446_20150426_F0010003S:1456-1461	m.0fxc0	ORG
Mexicano	SPA_DF_001258_20150704_F001000BI:1149-1156	m.0b90_r	GPE
mexicano	SPA_DF_001258_20150704_F001000BJ:1705-1712	m.0b90_r	GPE
mexicano	SPA_NW_001451_20150625_F00100045:3368-3375	m.0b90_r	GPE
mexicano	SPA_DF_001258_20150118_F001000BF:4215-4222	m.0b90_r	GPE
Sudáfrica	SPA_NW_001458_20150620_F0010004E:1164-1172	m.0hzlz	GPE
Sudáfrica	SPA_NW_001078_20150602_F00100039:1450-1458	m.0hzlz	GPE
Sudáfrica	SPA_NW_001078_20150528_F0010003A:5576-5584	m.0hzlz	GPE
Baga	SPA_NW_001366_20150622_F0010002Q:937-940	m.0tkjqnj	GPE
vietnam	SPA_DF_001251_20150701_F00100083:5275-5281	m.01crd5	GPE
Misuri	SPA_NW_001361_20150429_F0010002G:1827-1832	m.04ych	GPE
Misuri	SPA_NW_001102_20150602_F0010002D:3437-3442	m.04ych	GPE
Bruselas	SPA_NW_001442_20150625_F0010003F:551-558	m.0177z	GPE
Bruselas	SPA_NW_001442_20150625_F0010003F:1271-1278	m.0177z	GPE
Bruselas	SPA_NW_001442_20150625_F0010003F:4204-4211	m.0177z	GPE
Bruselas	SPA_NW_001465_20150626_F0010003Z:1075-1082	m.0177z	GPE
Bruselas	SPA_NW_001113_20150626_F00100043:3310-3317	m.0177z	GPE
Bruselas	SPA_NW_001113_20150626_F00100043:4857-4864	m.0177z	GPE
Bruselas	SPA_NW_001102_20150706_F0010003C:394-401	m.0177z	GPE
Bruselas	SPA_NW_001102_20150706_F0010003C:689-696	m.0177z	GPE
Bruselas	SPA_NW_001451_20150625_F00100045:1357-1364	m.0177z	GPE
Bruselas	SPA_NW_001374_20150708_F00100034:592-599	m.0177z	GPE
Bruselas	SPA_DF_001258_20150628_F001000CJ:3324-3331	m.0177z	GPE
Yemen	SPA_NW_001451_20150625_F00100045:3791-3795	m.01z88t	GPE
Delta	SPA_NW_001078_20150528_F0010003A:4389-4393	m.031qpx	GPE
sudafricano	SPA_NW_001457_20150620_F0010004K:1020-1030	m.0hzlz	GPE
Alabama	SPA_NW_001457_20150623_F0010004D:1531-1537	m.0gyh	GPE
Panamá	SPA_NW_001367_20150529_F00100035:2635-2640	m.0fr_b	GPE
Panamá	SPA_NW_001451_20150625_F00100045:3113-3118	m.0fr_b	GPE
Panamá	SPA_NW_001375_20150727_F00100036:4167-4172	m.0fr_b	GPE
Panamá	SPA_DF_001502_20150711_F001000BV:6108-6113	m.0fr_b	GPE
Panamá	SPA_DF_001502_20150711_F001000BV:8044-8049	m.0fr_b	GPE
norteamericanos	SPA_NW_001096_20150615_F0010003P:563-577	m.09c7w0	GPE
norteamericanos	SPA_NW_001362_20150527_F0010002I:574-588	m.09c7w0	GPE
Yahoo	SPA_NW_001451_20150625_F00100045:4567-4571	m.019rl6	ORG
Caribe	SPA_DF_001258_20150118_F001000BF:275-280	m.0261m	LOC
Caribe	SPA_DF_001258_20150118_F001000BF:457-462	m.0261m	LOC
Caribe	SPA_DF_001258_20150118_F001000BF:797-802	m.0261m	LOC
Caribe	SPA_DF_001258_20150118_F001000BF:1634-1639	m.0261m	LOC
Caribe	SPA_DF_001258_20150118_F001000BF:4028-4033	m.0261m	LOC
Caribe	SPA_DF_001258_20150118_F001000BF:4410-4415	m.0261m	LOC
Caribe	SPA_NW_001367_20150529_F00100035:2257-2262	m.0261m	LOC
Caribe	SPA_NW_001376_20150602_F00100037:2247-2252	m.0261m	LOC
Europa	SPA_NW_001102_20150706_F0010003C:267-272	m.02j9z	LOC
Europa	SPA_NW_001102_20150706_F0010003C:536-541	m.02j9z	LOC
Europa	SPA_NW_001102_20150706_F0010003C:2145-2150	m.02j9z	LOC
Europa	SPA_NW_001102_20150706_F0010003C:3626-3631	m.02j9z	LOC
Europa	SPA_NW_001102_20150706_F0010003C:3794-3799	m.02j9z	LOC
Europa	SPA_NW_001102_20150706_F0010003C:4120-4125	m.02j9z	LOC
Europa	SPA_NW_001374_20150309_F0010003D:1033-1038	m.02j9z	LOC
Europa	SPA_NW_001374_20150708_F00100034:1132-1137	m.02j9z	LOC
Europa	SPA_NW_001374_20150708_F00100034:1669-1674	m.02j9z	LOC
Europa	SPA_NW_001374_20150708_F00100034:1864-1869	m.02j9z	LOC
Europa	SPA_NW_001374_20150708_F00100034:4312-4317	m.02j9z	LOC
Europa	SPA_NW_001444_20150717_F0010003I:1848-1853	m.02j9z	LOC
EUROPA	SPA_NW_001444_20150717_F0010003I:3608-3613	m.02j9z	LOC
Europa	SPA_NW_001444_20150717_F0010003I:3979-3984	m.02j9z	LOC
EUROPA	SPA_NW_001444_20150717_F0010003I:4097-4102	m.02j9z	LOC
Europa	SPA_DF_000404_20150118_F001000C2:1484-1489	m.02j9z	LOC
Europa	SPA_DF_001258_20150629_F001000C7:1971-1976	m.02j9z	LOC
Europa	SPA_DF_001258_20150629_F001000C7:6213-6218	m.02j9z	LOC
Europa	SPA_DF_001258_20150629_F001000C7:8754-8759	m.02j9z	LOC
Europa	SPA_DF_000386_20150708_F0010007Z:1483-1488	m.02j9z	LOC
Europa	SPA_DF_000386_20150708_F0010007Z:3707-3712	m.02j9z	LOC
Europa	SPA_DF_000386_20150708_F0010007Z:5716-5721	m.02j9z	LOC
Europa	SPA_DF_001258_20150628_F001000CJ:7806-7811	m.02j9z	LOC
Europa	SPA_DF_001258_20150628_F001000CJ:8554-8559	m.02j9z	LOC
Europa	SPA_DF_001258_20150628_F001000CJ:9634-9639	m.02j9z	LOC
Europa	SPA_DF_001258_20150628_F001000CJ:10338-10343	m.02j9z	LOC
Europa	SPA_NW_001117_20150613_F0010003N:2311-2316	m.02j9z	LOC
Wisconsin	SPA_NW_001075_20150615_F0010003L:1397-1405	m.0824r	GPE
NBC	SPA_NW_001458_20150620_F0010004E:1843-1845	m.016bvz	ORG
NBC	SPA_NW_001455_20150622_F0010004H:4018-4020	m.016bvz	ORG
alemana	SPA_NW_001443_20150810_F0010003G:488-494	m.0345h	GPE
alemana	SPA_NW_001443_20150810_F0010003G:1595-1601	m.0345h	GPE
alemana	SPA_NW_001443_20150810_F0010003G:1817-1823	m.0345h	GPE
alemana	SPA_NW_001443_20150810_F0010003G:2288-2294	m.0345h	GPE
alemana	SPA_NW_001451_20150625_F00100045:2477-2483	m.0345h	GPE
alemana	SPA_DF_000386_20150628_F0010007U:5212-5218	m.0345h	GPE
Maiduguri	SPA_NW_001366_20150622_F0010002Q:722-730	m.06plf6	GPE
Maiduguri	SPA_NW_001366_20150622_F0010002Q:1646-1654	m.06plf6	GPE
Maiduguri	SPA_NW_001365_20150324_F0010002O:736-744	m.06plf6	GPE
Maiduguri	SPA_NW_001364_20150328_F0010002N:1018-1026	m.06plf6	GPE
PEN	SPA_NW_001367_20150529_F0010002R:464-466	m.03v1l6	ORG
PEN	SPA_NW_001367_20150529_F0010002R:947-949	m.03v1l6	ORG
PEN	SPA_NW_001367_20150529_F0010002R:1182-1184	m.03v1l6	ORG
PEN	SPA_NW_001367_20150529_F0010002R:1311-1313	m.03v1l6	ORG
PEN	SPA_NW_001367_20150529_F0010002R:1467-1469	m.03v1l6	ORG
PEN	SPA_NW_001367_20150529_F0010002R:1928-1930	m.03v1l6	ORG
PEN	SPA_NW_001367_20150529_F0010002R:2226-2228	m.03v1l6	ORG
PEN	SPA_NW_001367_20150529_F0010002R:2565-2567	m.03v1l6	ORG
pen	SPA_DF_000404_20150430_F001000AX:3224-3226	m.03v1l6	ORG
estadounidenses	SPA_NW_001454_20150621_F0010004G:382-396	m.09c7w0	GPE
estadounidenses	SPA_NW_001459_20150622_F0010004I:885-899	m.09c7w0	GPE
estadounidenses	SPA_NW_001455_20150627_F0010004A:1155-1169	m.09c7w0	GPE
estadounidenses	SPA_NW_001457_20150623_F0010004D:862-876	m.09c7w0	GPE
estadounidenses	SPA_NW_001117_20150613_F0010003N:984-998	m.09c7w0	GPE
estadounidenses	SPA_NW_001455_20150622_F0010004H:398-412	m.09c7w0	GPE
estadounidenses	SPA_NW_001455_20150622_F0010004H:657-671	m.09c7w0	GPE
estadounidenses	SPA_NW_001453_20150623_F00100047:2476-2490	m.09c7w0	GPE
estadounidenses	SPA_NW_001375_20150622_F0010003M:3653-3667	m.09c7w0	GPE
estadounidenses	SPA_NW_001375_20150622_F0010003M:6278-6292	m.09c7w0	GPE
estadounidenses	SPA_NW_001459_20150620_F0010004J:472-486	m.09c7w0	GPE
estadounidenses	SPA_DF_001258_20150429_F001000B1:3844-3858	m.09c7w0	GPE
Americana	SPA_DF_000404_20150428_F001000C1:242-250	m.09c7w0	GPE
americana	SPA_DF_000386_20150528_F0010007Q:3558-3566	m.09c7w0	GPE
americana	SPA_DF_001258_20150629_F001000C7:9436-9444	m.09c7w0	GPE
Warner	SPA_NW_001078_20150602_F00100039:1388-1393	m.074byn	PER
Warner	SPA_NW_001376_20150602_F00100037:2273-2278	m.074byn	PER
Warner	SPA_NW_001376_20150603_F00100038:271-276	m.074byn	PER
Warner	SPA_NW_001376_20150603_F00100038:1399-1404	m.074byn	PER
Microsoft	SPA_DF_001258_20140502_F001000CA:3769-3777	m.04sv4	ORG
Microsoft	SPA_NW_001451_20150625_F00100045:4556-4564	m.04sv4	ORG
Mahoma	SPA_DF_000386_20150107_F0010007W:522-527	m.04s9n	PER
Mahoma	SPA_DF_000386_20150107_F0010007W:879-884	m.04s9n	PER
Mahoma	SPA_DF_000386_20150107_F0010007W:1740-1745	m.04s9n	PER
Mahoma	SPA_DF_001258_20150112_F001000BE:745-750	m.04s9n	PER
Mahoma	SPA_DF_001258_20150112_F001000BE:2273-2278	m.04s9n	PER
Mahoma	SPA_DF_001258_20150109_F001000BM:3383-3388	m.04s9n	PER
Mahoma	SPA_DF_001258_20150109_F001000BM:4155-4160	m.04s9n	PER
Mahoma	SPA_NW_001367_20150529_F0010002R:621-626	m.04s9n	PER
Mahoma	SPA_NW_001368_20150108_F0010002T:4964-4969	m.04s9n	PER
Buratai	SPA_NW_001364_20150328_F0010002N:557-563	NIL10002	PER
Buratai	SPA_NW_001364_20150328_F0010002N:952-958	NIL10002	PER
Latinoamérica	SPA_DF_001258_20150319_F001000BG:718-730	m.04pnx	LOC
Latinoamérica	SPA_NW_001374_20150708_F00100034:1632-1644	m.04pnx	LOC
chilena	SPA_DF_000404_20141114_F001000B0:1362-1368	m.01p1v	GPE
París	SPA_NW_001370_20150109_F0010002X:937-941	m.05qtj	GPE
París	SPA_NW_001370_20150109_F0010002X:1433-1437	m.05qtj	GPE
París	SPA_NW_001368_20150108_F0010002T:765-769	m.05qtj	GPE
París	SPA_NW_001368_20150108_F0010002T:1614-1618	m.05qtj	GPE
París	SPA_NW_001368_20150108_F0010002T:1871-1875	m.05qtj	GPE
París	SPA_NW_001368_20150108_F0010002T:3042-3046	m.05qtj	GPE
París	SPA_NW_001368_20150108_F0010002T:3513-3517	m.05qtj	GPE
París	SPA_NW_001368_20150108_F0010002T:3710-3714	m.05qtj	GPE
París	SPA_NW_001368_20150108_F0010002T:4351-4355	m.05qtj	GPE
París	SPA_NW_001368_20150108_F0010002T:4740-4744	m.05qtj	GPE
París	SPA_NW_001368_20150108_F0010002T:8094-8098	m.05qtj	GPE
París	SPA_NW_001368_20150108_F0010002T:8295-8299	m.05qtj	GPE
París	SPA_NW_001369_20150110_F0010002W:961-965	m.05qtj	GPE
PARÍS	SPA_NW_001460_20150624_F0010004M:436-440	m.05qtj	GPE
París	SPA_NW_001113_20150626_F00100043:3333-3337	m.05qtj	GPE
París	SPA_NW_001113_20150626_F00100043:3683-3687	m.05qtj	GPE
París	SPA_NW_001369_20150111_F0010002V:1309-1313	m.05qtj	GPE
París	SPA_NW_001369_20150111_F0010002V:4046-4050	m.05qtj	GPE
París	SPA_DF_000386_20150708_F0010007Z:1015-1019	m.05qtj	GPE
París	SPA_DF_000386_20150708_F0010007Z:2871-2875	m.05qtj	GPE
París	SPA_DF_001258_20150112_F001000BE:1234-1238	m.05qtj	GPE
Nicaragua	SPA_DF_000386_20150527_F0010007L:2249-2257	m.05c74	GPE
Nicaragua	SPA_DF_000386_20150527_F0010007L:2274-2282	m.05c74	GPE
Nicaragua	SPA_NW_001451_20150625_F00100045:3133-3141	m.05c74	GPE
Nicaragua	SPA_DF_001258_20150615_F001000B5:2959-2967	m.05c74	GPE
israeli	SPA_DF_001258_20150107_F001000BD:1924-1930	m.03spz	GPE
MUSULMÁN	SPA_DF_001258_20140505_F001000CC:1554-1561	m.04y29	ORG
musulmán	SPA_NW_001367_20150529_F0010002R:1767-1774	m.04y29	ORG
musulmán	SPA_NW_001365_20141018_F0010002P:4063-4070	m.04y29	ORG
Musulmán	SPA_NW_001368_20150108_F0010002T:3266-3273	m.04y29	ORG
AMISOM	SPA_NW_001113_20150629_F00100042:1708-1713	m.0g_sw6	ORG
Luxemburgo	SPA_NW_001102_20150706_F0010003C:1255-1264	m.04g61	GPE
Dylann	SPA_NW_001455_20150622_F0010004H:3708-3713	NIL10002	PER
Iowa	SPA_NW_001117_20150613_F0010003N:1025-1028	m.03s0w	GPE
Luisiana	SPA_NW_001457_20150623_F0010004D:1549-1556	m.04ly1	GPE
Concacaf	SPA_NW_001078_20150602_F00100039:1333-1340	m.01r3zn	ORG
Concacaf	SPA_NW_001078_20150602_F00100039:3248-3255	m.01r3zn	ORG
Concacaf	SPA_DF_000386_20150527_F0010007L:2110-2117	m.01r3zn	ORG
Concacaf	SPA_DF_000386_20150527_F0010007L:3180-3187	m.01r3zn	ORG
CONCACAF	SPA_DF_000386_20150527_F0010007L:3852-3859	m.01r3zn	ORG
CONCACAF	SPA_NW_001367_20150529_F00100035:2218-2225	m.01r3zn	ORG
CONCACAF	SPA_NW_001376_20150602_F00100037:2064-2071	m.01r3zn	ORG
CONCACAF	SPA_NW_001376_20150603_F00100038:1389-1396	m.01r3zn	ORG
Concacaf	SPA_NW_001078_20150528_F0010003A:6251-6258	m.01r3zn	ORG
CONCACAF	SPA_DF_000404_20150530_F001000C5:6170-6177	m.01r3zn	ORG
Venezuela	SPA_DF_001258_20140417_F001000BB:94-102	m.07ylj	GPE
Venezuela	SPA_DF_001258_20140417_F001000BB:507-515	m.07ylj	GPE
VENEZUELA	SPA_DF_001258_20140417_F001000BB:642-650	m.07ylj	GPE
VENEZUELA	SPA_DF_001258_20150429_F001000BN:1765-1773	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150429_F001000BN:2402-2410	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150429_F001000BN:3680-3688	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150501_F001000CH:1779-1787	m.07ylj	GPE
VENEZUELA	SPA_DF_001258_20150501_F001000CH:3032-3040	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150501_F001000CH:3944-3952	m.07ylj	GPE
VENEZUELA	SPA_DF_001258_20150501_F001000CH:4734-4742	m.07ylj	GPE
VENEZUELA	SPA_DF_001258_20150501_F001000CH:5058-5066	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150501_F001000CH:5444-5452	m.07ylj	GPE
venezuela	SPA_DF_001258_20150706_F001000BU:1780-1788	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150319_F001000BG:182-190	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150319_F001000BG:682-690	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150319_F001000BG:1720-1728	m.07ylj	GPE
VENEZUELA	SPA_DF_001258_20150429_F001000BO:2788-2796	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150429_F001000B1:1950-1958	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150429_F001000B1:4162-4170	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150429_F001000B1:4838-4846	m.07ylj	GPE
VENEZUELA	SPA_DF_001258_20150429_F001000B1:5412-5420	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150429_F001000B1:7406-7414	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150429_F001000B1:8410-8418	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150429_F001000B1:8561-8569	m.07ylj	GPE
VENEZUELA	SPA_DF_001258_20150512_F001000B3:1646-1654	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150727_F001000BA:790-798	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150727_F001000BA:2889-2897	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150727_F001000BA:3084-3092	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150627_F001000C6:1173-1181	m.07ylj	GPE
Venezuela	SPA_DF_001258_20150627_F001000C6:2134-2142	m.07ylj	GPE
venezuela	SPA_DF_001258_20150627_F001000C6:5081-5089	m.07ylj	GPE
AP	SPA_NW_001455_20150622_F0010004H:4023-4024	m.0cv_2	ORG
Lima	SPA_DF_000386_20150527_F0010007N:116-119	m.0lpfh	GPE
Lima	SPA_DF_000386_20150527_F0010007N:1006-1009	m.0lpfh	GPE
Lima	SPA_DF_000386_20150717_F0010007T:4723-4726	m.0lpfh	GPE
Shenzhen	SPA_NW_001371_20150528_F0010002Z:1389-1396	m.0lbmv	GPE
Shenzhen	SPA_DF_000386_20150708_F0010007Z:4661-4668	m.0lbmv	GPE
Sudamérica	SPA_NW_001367_20150529_F00100035:2576-2585	m.06n3y	LOC
Sudamérica	SPA_NW_001451_20150625_F00100045:2885-2894	m.06n3y	LOC
Sudamérica	SPA_DF_000386_20150428_F0010007O:4849-4858	m.06n3y	LOC
Sudamérica	SPA_DF_000386_20150527_F0010007L:6995-7004	m.06n3y	LOC
turismo	SPA_NW_001449_20150627_F0010003X:1985-1991	m.08bprc	ORG
turismo	SPA_NW_001449_20150627_F0010003X:4071-4077	m.08bprc	ORG
Turismo	SPA_NW_001446_20150425_F0010003R:742-748	m.08bprc	ORG
turismo	SPA_NW_001368_20150108_F0010002T:1295-1301	m.08bprc	ORG
turismo	SPA_DF_000404_20150530_F001000C5:2727-2733	m.08bprc	ORG
Youtube	SPA_DF_001258_20150627_F001000B8:1590-1596	m.09jcvs	ORG
YouTube	SPA_NW_001451_20150625_F00100045:4574-4580	m.09jcvs	ORG
YouTube	SPA_DF_000386_20150710_F0010007V:1587-1593	m.09jcvs	ORG
YouTube	SPA_DF_000386_20150710_F0010007V:1934-1940	m.09jcvs	ORG
YouTube	SPA_DF_000386_20150710_F0010007V:3987-3993	m.09jcvs	ORG
YouTube	SPA_DF_000386_20150710_F0010007V:5604-5610	m.09jcvs	ORG
YOUTUBE	SPA_DF_001258_20140502_F001000CA:3844-3850	m.09jcvs	ORG
Youtube	SPA_DF_001502_20150711_F001000BV:4951-4957	m.09jcvs	ORG
Youtube	SPA_DF_001502_20150711_F001000BV:6887-6893	m.09jcvs	ORG
cubana	SPA_DF_001258_20150620_F001000B6:409-414	m.0d04z6	GPE
cubana	SPA_DF_001258_20150620_F001000B6:1541-1546	m.0d04z6	GPE
cubana	SPA_NW_001445_20150729_F0010003K:1994-1999	m.0d04z6	GPE
cubana	SPA_NW_001123_20150615_F0010003O:2293-2298	m.0d04z6	GPE
cubana	SPA_DF_001258_20140123_F001000BK:3106-3111	m.0d04z6	GPE
Fed	SPA_DF_000386_20150823_F0010007R:4858-4860	m.02xmb	ORG
Fed	SPA_DF_000386_20150823_F0010007R:5161-5163	m.02xmb	ORG
Fed	SPA_DF_000386_20150823_F0010007R:7764-7766	m.02xmb	ORG
Fed	SPA_DF_000386_20150823_F0010007R:8065-8067	m.02xmb	ORG
FED	SPA_DF_000386_20150823_F0010007R:8290-8292	m.02xmb	ORG
FED	SPA_DF_000386_20150823_F0010007R:8388-8390	m.02xmb	ORG
FED	SPA_DF_000386_20150823_F0010007R:8501-8503	m.02xmb	ORG
FED	SPA_DF_000386_20150823_F0010007R:8532-8534	m.02xmb	ORG
FED	SPA_DF_000386_20150823_F0010007R:12915-12917	m.02xmb	ORG
FED	SPA_DF_000386_20150823_F0010007R:13013-13015	m.02xmb	ORG
FED	SPA_DF_000386_20150823_F0010007R:13126-13128	m.02xmb	ORG
FED	SPA_DF_000386_20150823_F0010007R:13157-13159	m.02xmb	ORG
Fed	SPA_DF_000386_20150823_F0010007R:20312-20314	m.02xmb	ORG
Chicago	SPA_NW_001360_20150709_F0010002E:4087-4093	m.01_d4	GPE
hacienda	SPA_DF_001251_20150626_F00100082:6456-6463	m.026p_2j	ORG
hacienda	SPA_DF_001251_20150626_F00100082:9551-9558	m.026p_2j	ORG
Ecuador	SPA_NW_001461_20140602_F0010004O:1880-1886	m.02k1b	GPE
Ecuador	SPA_NW_001113_20150626_F00100043:4024-4030	m.02k1b	GPE
Ecuador	SPA_NW_001451_20150625_F00100045:3104-3110	m.02k1b	GPE
Ecuador	SPA_DF_000386_20150528_F0010007Q:5485-5491	m.02k1b	GPE
Ecuador	SPA_DF_000386_20150528_F0010007Q:7149-7155	m.02k1b	GPE
Ecuador	SPA_DF_001502_20150711_F001000BV:6117-6123	m.02k1b	GPE
Ecuador	SPA_DF_001502_20150711_F001000BV:6554-6560	m.02k1b	GPE
Ecuador	SPA_DF_001502_20150711_F001000BV:8053-8059	m.02k1b	GPE
Ecuador	SPA_DF_001502_20150711_F001000BV:8490-8496	m.02k1b	GPE
