Athens Water Supply and Sewerage Company	ENG_NW_001436_20140731_F0010006P:9150-9189	m.012w3pq1	ORG
FIFA	ENG_DF_000317_20150528_F001000D6:12623-12626	m.02zm3	ORG
FIFA	ENG_DF_000317_20150528_F001000D6:12991-12994	m.02zm3	ORG
FIFA	ENG_DF_000317_20150528_F001000D6:13167-13170	m.02zm3	ORG
FIFA	ENG_DF_000317_20150528_F001000D6:13409-13412	m.02zm3	ORG
FIFA	ENG_DF_000317_20150528_F001000D6:13902-13905	m.02zm3	ORG
FIFA	ENG_DF_000317_20150528_F001000D6:14100-14103	m.02zm3	ORG
FIFA	ENG_DF_000317_20150528_F001000D6:14270-14273	m.02zm3	ORG
FIFA	ENG_DF_000317_20150528_F001000D6:14541-14544	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:98-101	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:405-408	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:623-626	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:1255-1258	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:1298-1301	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:1990-1993	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:2033-2036	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:3306-3309	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:5159-5162	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:6170-6173	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:6213-6216	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:6966-6969	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:7145-7148	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:7882-7885	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:8061-8064	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:8691-8694	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:12793-12796	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:12876-12879	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:13979-13982	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:15215-15218	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:15759-15762	m.02zm3	ORG
FIFA	ENG_DF_001471_20150528_F001000D2:15867-15870	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:94-97	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:460-463	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:556-559	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:669-672	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:1049-1052	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:1216-1219	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:1292-1295	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:2064-2067	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:2990-2993	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:3615-3618	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:4267-4270	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:6103-6106	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:6490-6493	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:6984-6987	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:7431-7434	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:8454-8457	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:9631-9634	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:10857-10860	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:14652-14655	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:14736-14739	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:16075-16078	m.02zm3	ORG
FIFA	ENG_DF_001472_20150527_F001000D3:16159-16162	m.02zm3	ORG
Americans	ENG_NW_001439_20150622_F0010006U:393-401	m.09c7w0	GPE
Americans	ENG_NW_001439_20150622_F0010006U:502-510	m.09c7w0	GPE
Americans	ENG_NW_001439_20150622_F0010006U:1493-1501	m.09c7w0	GPE
Americans	ENG_DF_001222_20150622_F001000DX:2856-2864	m.09c7w0	GPE
Americans	ENG_DF_001222_20150622_F001000DX:5529-5537	m.09c7w0	GPE
Americans	ENG_DF_001222_20150622_F001000DX:6570-6578	m.09c7w0	GPE
Americans	ENG_DF_001222_20150622_F001000DX:7764-7772	m.09c7w0	GPE
Americans	ENG_DF_001222_20150622_F001000DX:9033-9041	m.09c7w0	GPE
Americans	ENG_DF_001222_20150622_F001000DX:11180-11188	m.09c7w0	GPE
Americans	ENG_NW_001389_20150713_F00100052:4161-4169	m.09c7w0	GPE
Americans	ENG_NW_001389_20150713_F00100052:4346-4354	m.09c7w0	GPE
Americans	ENG_DF_000354_20150531_F001000DQ:777-785	m.09c7w0	GPE
Americans	ENG_DF_000354_20150531_F001000DQ:2246-2254	m.09c7w0	GPE
Americans	ENG_DF_000354_20150531_F001000DQ:8046-8054	m.09c7w0	GPE
Americans	ENG_DF_001206_20150709_F001000CO:6429-6437	m.09c7w0	GPE
Americans	ENG_DF_001206_20150709_F001000CO:6699-6707	m.09c7w0	GPE
Americans	ENG_DF_001206_20150709_F001000CO:7013-7021	m.09c7w0	GPE
Americans	ENG_DF_000355_20150619_F0010008I:4245-4253	m.09c7w0	GPE
Americans	ENG_DF_000355_20150619_F0010008I:4902-4910	m.09c7w0	GPE
Americans	ENG_DF_001476_20150428_F001000D9:8538-8546	m.09c7w0	GPE
Americans	ENG_DF_001476_20150428_F001000D9:9376-9384	m.09c7w0	GPE
Americans	ENG_DF_001476_20150428_F001000D9:9610-9618	m.09c7w0	GPE
Americans	ENG_DF_001485_20150710_F0010008J:4308-4316	m.09c7w0	GPE
Americans	ENG_DF_001485_20150624_F0010008W:2092-2100	m.09c7w0	GPE
Americans	ENG_NW_001030_20150715_F0010005Q:476-484	m.09c7w0	GPE
Americans	ENG_DF_001467_20150527_F001000CQ:3381-3389	m.09c7w0	GPE
Americans	ENG_DF_001467_20150527_F001000CQ:3651-3659	m.09c7w0	GPE
Americans	ENG_DF_001467_20150527_F001000CQ:3965-3973	m.09c7w0	GPE
Americans	ENG_NW_001414_20150428_F00100060:2461-2469	m.09c7w0	GPE
Americans	ENG_DF_001480_20150107_F001000DG:8393-8401	m.09c7w0	GPE
Americans	ENG_DF_001480_20150107_F001000DG:11066-11074	m.09c7w0	GPE
Americans	ENG_DF_001480_20150107_F001000DG:12723-12731	m.09c7w0	GPE
Americans	ENG_DF_000355_20150504_F001000DH:11393-11401	m.09c7w0	GPE
Americans	ENG_DF_000355_20150504_F001000DH:11487-11495	m.09c7w0	GPE
Americans	ENG_DF_000355_20150504_F001000DH:11970-11978	m.09c7w0	GPE
Americans	ENG_DF_000355_20150504_F001000DH:14237-14245	m.09c7w0	GPE
Americans	ENG_NW_001387_20150601_F0010004Z:1421-1429	m.09c7w0	GPE
Americans	ENG_NW_001425_20150606_F0010006D:3155-3163	m.09c7w0	GPE
Americans	ENG_NW_001432_20150622_F0010006L:805-813	m.09c7w0	GPE
Americans	ENG_NW_001410_20150615_F0010005V:3859-3867	m.09c7w0	GPE
Americans	ENG_DF_001492_20150530_F0010008B:8995-9003	m.09c7w0	GPE
Americans	ENG_DF_001206_20150624_F001000CN:21839-21847	m.09c7w0	GPE
Americans	ENG_DF_001488_20150107_F001000E1:3809-3817	m.09c7w0	GPE
Americans	ENG_DF_001220_20150621_F00100088:309-317	m.09c7w0	GPE
Americans	ENG_DF_001499_20130609_F0010008Q:8078-8086	m.09c7w0	GPE
Americans	ENG_DF_001499_20130609_F0010008Q:15927-15935	m.09c7w0	GPE
Americans	ENG_DF_001472_20150527_F001000D3:16792-16800	m.09c7w0	GPE
Americans	ENG_NW_001432_20150627_F0010006K:12604-12612	m.09c7w0	GPE
Denver	ENG_NW_001410_20150611_F0010005U:6980-6985	m.02cl1	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:1138-1148	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:3401-3411	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:4692-4702	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:5770-5780	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:6427-6437	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:7560-7570	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:8861-8871	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:9166-9176	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:10501-10511	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:11168-11178	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:13371-13381	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:14027-14037	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:16313-16323	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:18566-18576	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:20188-20198	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:22655-22665	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:23321-23331	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:24639-24649	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:26810-26820	m.0jdd	GPE
Afghanistan	ENG_DF_001222_20150602_F001000DL:29510-29520	m.0jdd	GPE
Afghanistan	ENG_NW_001398_20150710_F0010005D:6384-6394	m.0jdd	GPE
Afghanistan	ENG_NW_001398_20150710_F0010005D:7560-7570	m.0jdd	GPE
Afghanistan	ENG_NW_001398_20150710_F0010005D:8124-8134	m.0jdd	GPE
Afghanistan	ENG_NW_001398_20150710_F0010005D:8698-8708	m.0jdd	GPE
Afghanistan	ENG_NW_001398_20150710_F0010005D:9589-9599	m.0jdd	GPE
Afghanistan	ENG_NW_001398_20150710_F0010005D:9856-9866	m.0jdd	GPE
Afghanistan	ENG_NW_001398_20150710_F0010005D:10773-10783	m.0jdd	GPE
Afghanistan	ENG_NW_001398_20150710_F0010005D:11042-11052	m.0jdd	GPE
Afghanistan	ENG_NW_001398_20150710_F0010005D:11169-11179	m.0jdd	GPE
Afghanistan	ENG_NW_001398_20150710_F0010005D:14156-14166	m.0jdd	GPE
Afghanistan	ENG_NW_001398_20150710_F0010005D:14820-14830	m.0jdd	GPE
Afghanistan	ENG_NW_001398_20150710_F0010005D:15122-15132	m.0jdd	GPE
Afghanistan	ENG_DF_001489_20150627_F00100086:5238-5248	m.0jdd	GPE
Afghanistan	ENG_DF_001489_20150627_F00100086:6022-6032	m.0jdd	GPE
Afghanistan	ENG_DF_001478_20150113_F001000DC:10583-10593	m.0jdd	GPE
Afghanistan	ENG_DF_001478_20150113_F001000DC:11054-11064	m.0jdd	GPE
Afghanistan	ENG_DF_001478_20150113_F001000DC:13017-13027	m.0jdd	GPE
Afghanistan	ENG_NW_001418_20150709_F00100066:3341-3351	m.0jdd	GPE
afghanistan	ENG_DF_000317_20150426_F001000DF:13523-13533	m.0jdd	GPE
Afghanistan	ENG_DF_001237_20150502_F0010008P:8415-8425	m.0jdd	GPE
Afghanistan	ENG_NW_001383_20150801_F0010004W:3569-3579	m.0jdd	GPE
afghanistan	ENG_DF_001488_20150107_F001000E1:2984-2994	m.0jdd	GPE
Afghanistan	ENG_DF_001483_20150626_F001000DU:18140-18150	m.0jdd	GPE
Afghanistan	ENG_DF_001483_20150626_F001000DU:18728-18738	m.0jdd	GPE
Afghanistan	ENG_DF_000355_20150504_F001000DH:1357-1367	m.0jdd	GPE
Virginia	ENG_DF_000367_20150408_F001000CK:637-644	m.07z1m	GPE
Virginia	ENG_DF_000367_20150408_F001000CK:1150-1157	m.07z1m	GPE
Virginia	ENG_DF_000367_20150408_F001000CK:1549-1556	m.07z1m	GPE
Virginia	ENG_DF_000367_20150408_F001000CK:2097-2104	m.07z1m	GPE
Virginia	ENG_DF_000367_20150408_F001000CK:2646-2653	m.07z1m	GPE
Virginia	ENG_DF_000367_20150408_F001000CK:3630-3637	m.07z1m	GPE
Virginia	ENG_DF_000367_20150408_F001000CK:4095-4102	m.07z1m	GPE
Virginia	ENG_DF_000367_20150408_F001000CK:5145-5152	m.07z1m	GPE
Virginia	ENG_DF_000367_20150408_F001000CK:5424-5431	m.07z1m	GPE
Virginia	ENG_DF_000367_20150408_F001000CK:6041-6048	m.07z1m	GPE
Virginia	ENG_DF_000367_20150408_F001000CK:6932-6939	m.07z1m	GPE
Virginia	ENG_DF_000367_20150408_F001000CK:7211-7218	m.07z1m	GPE
Virginia	ENG_DF_000367_20150408_F001000CK:7748-7755	m.07z1m	GPE
Virginia	ENG_DF_000367_20150408_F001000CK:8084-8091	m.07z1m	GPE
Virginia	ENG_DF_001496_20150709_F0010008H:7390-7397	m.07z1m	GPE
Virginia	ENG_DF_001496_20150709_F0010008H:9275-9282	m.07z1m	GPE
Virginia	ENG_DF_001496_20150709_F0010008H:10064-10071	m.07z1m	GPE
Virginia	ENG_DF_001496_20150709_F0010008H:10675-10682	m.07z1m	GPE
Indian	ENG_NW_001441_20150428_F0010006W:538-543	m.03rk0	GPE
Indian	ENG_NW_001441_20150428_F0010006W:1424-1429	m.03rk0	GPE
Indian	ENG_NW_001441_20150428_F0010006W:1449-1454	m.03rk0	GPE
Indian	ENG_NW_001404_20150502_F0010005L:780-785	m.03rk0	GPE
Indian	ENG_NW_001404_20150502_F0010005L:1158-1163	m.03rk0	GPE
Indian	ENG_NW_001404_20150502_F0010005L:1423-1428	m.03rk0	GPE
Indian	ENG_NW_001404_20150502_F0010005L:1810-1815	m.03rk0	GPE
Indian	ENG_DF_001237_20150502_F0010008P:1293-1298	m.03rk0	GPE
Indian	ENG_DF_001237_20150502_F0010008P:1332-1337	m.03rk0	GPE
indian	ENG_DF_001237_20150502_F0010008P:1492-1497	m.03rk0	GPE
Indian	ENG_DF_001237_20150502_F0010008P:1977-1982	m.03rk0	GPE
Indian	ENG_DF_001237_20150502_F0010008P:2237-2242	m.03rk0	GPE
Indian	ENG_DF_001237_20150502_F0010008P:2419-2424	m.03rk0	GPE
Indian	ENG_DF_001237_20150502_F0010008P:3369-3374	m.03rk0	GPE
Indian	ENG_DF_001237_20150502_F0010008P:7797-7802	m.03rk0	GPE
Indian	ENG_DF_001237_20150502_F0010008P:9016-9021	m.03rk0	GPE
Indian	ENG_DF_000355_20150619_F0010008I:437-442	m.03rk0	GPE
Indian	ENG_DF_000355_20150619_F0010008I:1688-1693	m.03rk0	GPE
Indian	ENG_DF_000355_20150619_F0010008I:3486-3491	m.03rk0	GPE
Indian	ENG_DF_001483_20150425_F001000DM:3180-3185	m.03rk0	GPE
Indian	ENG_DF_001483_20150425_F001000DM:3682-3687	m.03rk0	GPE
Indian	ENG_DF_001483_20150425_F001000DM:10366-10371	m.03rk0	GPE
Indian	ENG_DF_001483_20150425_F001000DM:10959-10964	m.03rk0	GPE
Indian	ENG_DF_001483_20150425_F001000DM:11536-11541	m.03rk0	GPE
Indian	ENG_DF_001483_20150425_F001000DM:14531-14536	m.03rk0	GPE
Fenton	ENG_DF_000261_20150428_F00100089:11855-11860	m.0w_rw	GPE
Franklin	ENG_NW_001390_20150627_F00100053:1760-1767	m.0_xdd	GPE
Franklin	ENG_NW_001390_20150627_F00100053:2308-2315	m.0_xdd	GPE
Franklin	ENG_NW_001390_20150627_F00100053:3347-3354	m.0_xdd	GPE
Franklin	ENG_NW_001390_20150627_F00100053:3393-3400	m.0_xdd	GPE
Franklin	ENG_NW_001390_20150627_F00100053:3521-3528	m.0_xdd	GPE
Franklin	ENG_NW_001390_20150627_F00100053:6353-6360	m.0_xdd	GPE
Franklin	ENG_NW_001439_20150622_F0010006U:1977-1984	m.0_xdd	GPE
Franklin	ENG_NW_001432_20150622_F0010006L:883-890	m.0_xdd	GPE
Franklin	ENG_NW_001432_20150627_F0010006K:6313-6320	m.0_xdd	GPE
Franklin	ENG_DF_001499_20130609_F0010008Q:31012-31019	m.0_xdd	GPE
Serbian	ENG_DF_001482_20150705_F001000DK:3104-3110	m.077qn	GPE
Serbian	ENG_DF_001482_20150705_F001000DK:4564-4570	m.077qn	GPE
Serbian	ENG_DF_001482_20150705_F001000DK:5537-5543	m.077qn	GPE
Serbian	ENG_DF_001482_20150705_F001000DK:6620-6626	m.077qn	GPE
si	ENG_DF_000380_20150715_F001000CS:6672-6673	m.027x630	ORG
si	ENG_DF_000380_20150715_F001000CS:9487-9488	m.027x630	ORG
America	ENG_NW_001424_20150208_F0010006C:1109-1115	m.09c7w0	GPE
America	ENG_NW_001424_20150208_F0010006C:4290-4296	m.09c7w0	GPE
America	ENG_NW_001424_20150208_F0010006C:5395-5401	m.09c7w0	GPE
America	ENG_NW_001424_20150208_F0010006C:5560-5566	m.09c7w0	GPE
America	ENG_NW_001424_20150208_F0010006C:5835-5841	m.09c7w0	GPE
America	ENG_DF_001237_20150716_F0010008R:531-537	m.09c7w0	GPE
America	ENG_DF_001237_20150716_F0010008R:2226-2232	m.09c7w0	GPE
America	ENG_DF_001237_20150716_F0010008R:3072-3078	m.09c7w0	GPE
America	ENG_DF_001228_20150614_F001000DP:686-692	m.09c7w0	GPE
America	ENG_DF_001228_20150614_F001000DP:1796-1802	m.09c7w0	GPE
America	ENG_DF_000380_20150606_F001000D0:1218-1224	m.09c7w0	GPE
America	ENG_DF_000170_20150219_F0010008Z:2375-2381	m.09c7w0	GPE
America	ENG_DF_000170_20150219_F0010008Z:2933-2939	m.09c7w0	GPE
America	ENG_DF_000170_20150219_F0010008Z:5195-5201	m.09c7w0	GPE
America	ENG_DF_000170_20150219_F0010008Z:6852-6858	m.09c7w0	GPE
America	ENG_DF_000170_20150219_F0010008Z:8512-8518	m.09c7w0	GPE
America	ENG_DF_001206_20150624_F001000CN:12291-12297	m.09c7w0	GPE
America	ENG_DF_001206_20150624_F001000CN:12512-12518	m.09c7w0	GPE
America	ENG_DF_001206_20150624_F001000CN:14624-14630	m.09c7w0	GPE
America	ENG_DF_001206_20150624_F001000CN:15215-15221	m.09c7w0	GPE
America	ENG_DF_001206_20150624_F001000CN:16757-16763	m.09c7w0	GPE
America	ENG_DF_001206_20150624_F001000CN:19350-19356	m.09c7w0	GPE
America	ENG_DF_001501_20150623_F0010008Y:3731-3737	m.09c7w0	GPE
America	ENG_NW_001429_20150622_F0010006H:2971-2977	m.09c7w0	GPE
America	ENG_DF_001220_20150621_F00100088:4314-4320	m.09c7w0	GPE
America	ENG_DF_001220_20150621_F00100088:6560-6566	m.09c7w0	GPE
America	ENG_DF_001220_20150621_F00100088:12776-12782	m.09c7w0	GPE
America	ENG_DF_001220_20150621_F00100088:15858-15864	m.09c7w0	GPE
America	ENG_DF_001220_20150621_F00100088:16890-16896	m.09c7w0	GPE
America	ENG_NW_001398_20150710_F0010005D:574-580	m.09c7w0	GPE
America	ENG_NW_001398_20150710_F0010005D:3464-3470	m.09c7w0	GPE
America	ENG_NW_001398_20150710_F0010005D:3877-3883	m.09c7w0	GPE
America	ENG_NW_001398_20150710_F0010005D:5046-5052	m.09c7w0	GPE
America	ENG_NW_001398_20150710_F0010005D:8349-8355	m.09c7w0	GPE
America	ENG_NW_001398_20150710_F0010005D:12828-12834	m.09c7w0	GPE
America	ENG_NW_001436_20150718_F0010006Q:1288-1294	m.09c7w0	GPE
America	ENG_DF_000249_20150527_F001000D5:4208-4214	m.09c7w0	GPE
America	ENG_DF_001206_20150709_F001000CO:3227-3233	m.09c7w0	GPE
America	ENG_DF_001206_20150709_F001000CO:5935-5941	m.09c7w0	GPE
America	ENG_DF_001487_20150715_F0010008O:1527-1533	m.09c7w0	GPE
America	ENG_NW_001387_20150601_F0010004Z:2821-2827	m.09c7w0	GPE
America	ENG_DF_001485_20150612_F001000E0:13684-13690	m.09c7w0	GPE
America	ENG_DF_001485_20150612_F001000E0:14981-14987	m.09c7w0	GPE
America	ENG_DF_001485_20150612_F001000E0:15042-15048	m.09c7w0	GPE
America	ENG_DF_001485_20150612_F001000E0:15910-15916	m.09c7w0	GPE
America	ENG_NW_001397_20150628_F0010005B:3572-3578	m.09c7w0	GPE
America	ENG_DF_001222_20150509_F001000DO:5581-5587	m.09c7w0	GPE
America	ENG_DF_001222_20150509_F001000DO:14880-14886	m.09c7w0	GPE
America	ENG_DF_001222_20150509_F001000DO:29777-29783	m.09c7w0	GPE
America	ENG_DF_001222_20150509_F001000DO:38235-38241	m.09c7w0	GPE
America	ENG_DF_001222_20150509_F001000DO:38955-38961	m.09c7w0	GPE
America	ENG_DF_001222_20150509_F001000DO:45505-45511	m.09c7w0	GPE
America	ENG_DF_001222_20150509_F001000DO:46608-46614	m.09c7w0	GPE
America	ENG_DF_001222_20150509_F001000DO:53592-53598	m.09c7w0	GPE
America	ENG_DF_001222_20150509_F001000DO:54695-54701	m.09c7w0	GPE
America	ENG_DF_001222_20150509_F001000DO:66826-66832	m.09c7w0	GPE
America	ENG_DF_001222_20150622_F001000DX:6980-6986	m.09c7w0	GPE
America	ENG_DF_001222_20150622_F001000DX:8126-8132	m.09c7w0	GPE
America	ENG_NW_001411_20150626_F0010005X:1388-1394	m.09c7w0	GPE
America	ENG_DF_001237_20150307_F0010008T:4948-4954	m.09c7w0	GPE
America	ENG_DF_001202_20150707_F001000CV:5412-5418	m.09c7w0	GPE
America	ENG_NW_001388_20150706_F00100051:1797-1803	m.09c7w0	GPE
America	ENG_DF_001466_20150529_F001000CL:6855-6861	m.09c7w0	GPE
America	ENG_DF_001499_20130609_F0010008Q:10269-10275	m.09c7w0	GPE
America	ENG_DF_001499_20130609_F0010008Q:18118-18124	m.09c7w0	GPE
America	ENG_DF_001499_20130609_F0010008Q:18828-18834	m.09c7w0	GPE
America	ENG_DF_001499_20130609_F0010008Q:22450-22456	m.09c7w0	GPE
America	ENG_DF_001499_20130609_F0010008Q:27265-27271	m.09c7w0	GPE
America	ENG_DF_001499_20130609_F0010008Q:34695-34701	m.09c7w0	GPE
America	ENG_NW_001410_20150615_F0010005V:2146-2152	m.09c7w0	GPE
America	ENG_DF_001219_20150427_F0010008C:2821-2827	m.09c7w0	GPE
America	ENG_DF_001219_20150427_F0010008C:5528-5534	m.09c7w0	GPE
America	ENG_NW_001414_20150428_F00100060:3386-3392	m.09c7w0	GPE
America	ENG_DF_001469_20150710_F001000CY:10114-10120	m.09c7w0	GPE
America	ENG_DF_001469_20150710_F001000CY:12412-12418	m.09c7w0	GPE
America	ENG_NW_001428_20150527_F0010006G:4115-4121	m.09c7w0	GPE
America	ENG_DF_000355_20150504_F001000DH:368-374	m.09c7w0	GPE
America	ENG_DF_000355_20150504_F001000DH:568-574	m.09c7w0	GPE
America	ENG_DF_001472_20150527_F001000D3:11051-11057	m.09c7w0	GPE
America	ENG_DF_001472_20150527_F001000D3:12741-12747	m.09c7w0	GPE
America	ENG_NW_001382_20150619_F0010004V:3078-3084	m.09c7w0	GPE
America	ENG_DF_000367_20150408_F001000CK:3396-3402	m.09c7w0	GPE
America	ENG_NW_001041_20150427_F00100063:5786-5792	m.09c7w0	GPE
America	ENG_DF_000380_20150715_F001000CS:6829-6835	m.09c7w0	GPE
America	ENG_DF_000380_20150715_F001000CS:9644-9650	m.09c7w0	GPE
America	ENG_DF_001222_20150602_F001000DL:21528-21534	m.09c7w0	GPE
America	ENG_DF_001222_20150602_F001000DL:28150-28156	m.09c7w0	GPE
America	ENG_DF_001222_20150602_F001000DL:30850-30856	m.09c7w0	GPE
America	ENG_DF_001490_20150709_F00100087:8431-8437	m.09c7w0	GPE
America	ENG_DF_001490_20150709_F00100087:18430-18436	m.09c7w0	GPE
America	ENG_NW_001432_20150627_F0010006K:12773-12779	m.09c7w0	GPE
America	ENG_DF_001478_20140226_F001000DB:8788-8794	m.09c7w0	GPE
Idaho	ENG_DF_000367_20150408_F001000CK:4784-4788	m.03s5t	GPE
Huntsville	ENG_NW_001030_20150715_F0010005Q:3275-3284	m.010bf6	GPE
England	ENG_DF_000379_20150604_F001000D1:777-783	m.07ssc	GPE
England	ENG_DF_000379_20150604_F001000D1:2946-2952	m.07ssc	GPE
England	ENG_DF_000379_20150604_F001000D1:3584-3590	m.07ssc	GPE
England	ENG_DF_000379_20150604_F001000D1:3842-3848	m.07ssc	GPE
England	ENG_DF_000379_20150604_F001000D1:4097-4103	m.07ssc	GPE
England	ENG_DF_000379_20150604_F001000D1:4620-4626	m.07ssc	GPE
England	ENG_DF_000379_20150604_F001000D1:5258-5264	m.07ssc	GPE
England	ENG_DF_000379_20150604_F001000D1:5516-5522	m.07ssc	GPE
England	ENG_DF_000379_20150604_F001000D1:5771-5777	m.07ssc	GPE
England	ENG_DF_000379_20150604_F001000D1:9356-9362	m.07ssc	GPE
England	ENG_DF_000379_20150604_F001000D1:9994-10000	m.07ssc	GPE
England	ENG_DF_000379_20150604_F001000D1:10252-10258	m.07ssc	GPE
England	ENG_DF_000379_20150604_F001000D1:10507-10513	m.07ssc	GPE
England	ENG_DF_000379_20150604_F001000D1:11543-11549	m.07ssc	GPE
England	ENG_DF_000379_20150604_F001000D1:12181-12187	m.07ssc	GPE
England	ENG_DF_000379_20150604_F001000D1:12439-12445	m.07ssc	GPE
England	ENG_DF_000379_20150604_F001000D1:12694-12700	m.07ssc	GPE
England	ENG_DF_000379_20150604_F001000D1:19709-19715	m.07ssc	GPE
england	ENG_DF_001471_20150528_F001000D2:11208-11214	m.07ssc	GPE
england	ENG_DF_001471_20150528_F001000D2:11608-11614	m.07ssc	GPE
england	ENG_DF_001471_20150528_F001000D2:11846-11852	m.07ssc	GPE
England	ENG_DF_001471_20150528_F001000D2:11880-11886	m.07ssc	GPE
England	ENG_DF_001471_20150528_F001000D2:12248-12254	m.07ssc	GPE
England	ENG_DF_001471_20150528_F001000D2:12292-12298	m.07ssc	GPE
England	ENG_DF_001471_20150528_F001000D2:14305-14311	m.07ssc	GPE
england	ENG_DF_001471_20150528_F001000D2:14508-14514	m.07ssc	GPE
england	ENG_DF_001471_20150528_F001000D2:16073-16079	m.07ssc	GPE
England	ENG_NW_001426_20150624_F0010006E:3864-3870	m.07ssc	GPE
England	ENG_DF_001206_20150709_F001000CO:1103-1109	m.07ssc	GPE
England	ENG_NW_001385_20150713_F0010004Y:3396-3402	m.07ssc	GPE
England	ENG_DF_001206_20150624_F001000CN:14589-14595	m.07ssc	GPE
England	ENG_DF_001206_20150624_F001000CN:16722-16728	m.07ssc	GPE
England	ENG_DF_001206_20150624_F001000CN:21942-21948	m.07ssc	GPE
England	ENG_DF_000317_20150528_F001000D6:12094-12100	m.07ssc	GPE
Tunisian	ENG_NW_001437_20150627_F0010006S:307-314	m.07fj_	GPE
Tunisian	ENG_NW_001437_20150627_F0010006S:441-448	m.07fj_	GPE
Tunisian	ENG_NW_001437_20150627_F0010006S:1135-1142	m.07fj_	GPE
Tunisian	ENG_NW_001437_20150627_F0010006S:2457-2464	m.07fj_	GPE
